Name,Summary,Description,Price tax included,"Image URLs (x, y, z...)",ID,Category,URL rewritten,Quantity,Tax rule
Podstawy terapii uzależnień z elementami mindfulness – treningu uważności kurs online,"Szkolenie  dostarcza wiedzy o podstawach teoretycznych o uzależnieniach, jego rodzajach i podstawach pracy terapeutycznej.","<p>Cel szkolenia:   Uczestnik szkolenia pozna podstawy teoretyczne uzależnienia, jego rodzaje i podstawy terapeutyczne. Omówione zostaną formy terapii i leczenia uzależnień. Dodatkowo omówiony zostanie przykładowy program terapii uzależnień. W szkoleniu poruszono kwestię treningu uważności, wraz z podstawami teoretycznymi i metodycznymi.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych. Nie nadaje uprawnień do zawodu instruktora terapii uzależnień.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",189.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-uzależnień-z-mindfulness.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-uzaleznien-program.jpg",53,Edukacja i Terapia,53-Podstawy-terapii-uzależnień-z-elementami-mindfulness-–-treningu-uważności-kurs-online,999,1
Podstawy terapii w promocji zdrowia psychicznego z treningiem regulacji emocji kurs online,Jest zapoznanie się z teoretycznymi podstawami psychoterapii oraz terapii poznawczo-behawioralnej w promocji zdrowia psychicznego.,"<p>Cel szkolenia:   jest zapoznanie się z teoretycznymi podstawami psychoterapii oraz terapii poznawczo-behawioralnej w promocji zdrowia psychicznego.  Uczestnik szkolenia zdobędzie wiedzę na temat kryzysów psychicznych oraz suicydalnych.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",119.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-w-promocji-zdrowia-psychicznego.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-zdrowia-program.png",54,Edukacja i Terapia,54-Podstawy-terapii-w-promocji-zdrowia-psychicznego-z-treningiem-regulacji-emocji-kurs-online,999,1
"Podstawy wczesnego wspomagania rozwoju, integracji sensorycznej, EEG Biofeedback w terapii i edukacji kurs online","Szkolenie ma na celu przedstawienie zagadnienia podstaw wczesnego wspomagania rozwoju, integracji sensoryczne oraz EEG Biofeedback.","<p>Cel szkolenia: Szkolenie ma na celu przedstawienie zagadnienia podstaw wczesnego wspomagania rozwoju, integracji sensoryczne oraz EEG Biofeedback. W szkoleniu zawarto tematykę wybranych aspektów wczesnego wspomagania rozwoju dzieci oraz informacji odnośnie terapii integracji sensorycznej i wiedzy w temacie EEG-Biofeedback.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",289.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Wczesne-wspomaganie-rozwoju-z-Biofeedback-i-integracją-sensoryczną.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/EEG-prgram.png",55,Edukacja i Terapia,"55-Podstawy-wczesnego-wspomagania-rozwoju,-integracji-sensorycznej,-EEG-Biofeedback-w-terapii-i-edukacji-kurs-online",999,1
Praca z dziećmi o specjalnych potrzebach edukacyjnych kurs online,"W szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych.","<p>Cel szkolenia:  W szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych. W szkoleniu omówiono również podstawy wiedzy o autyzmie, a także elementy rewalidacji.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminW szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych.ie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",179.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-dziećmi-o-specjalnych-potrzebach-edukacyjnych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Specjalne-potrzeby.png",56,Edukacja i Terapia,56-Praca-z-dziećmi-o-specjalnych-potrzebach-edukacyjnych-kurs-online,999,1
Praca z lękiem u dziecka kurs online,"Zdobycie wiedzy w temacie podstaw lęku u dzieci, a także metod pracy z lękiem. Szkolenie zawiera karty pracy do zastosowania w procesie edukacyjno-terapeutycznym z dziećmi.","<p>Cel szkolenia: jest zdobycie wiedzy w temacie podstaw lęku u dzieci, a także metod pracy z lękiem.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie otrzymujesz materiał w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2021/06/praca-z-lekiem-kurs-online.jpg,https://www.kursyzdalne.com/wp-content/uploads/2021/06/Podstawy-pracy-z-lekiem-u-dzieci-program.png",57,Edukacja i Terapia,57-Praca-z-lękiem-u-dziecka-kurs-online,999,1
"Praca z osobami doświadczającymi przemocy z elementami pracy terapeutycznej poprzez muzykę, plastykę i sztukę kurs online","Jest przedstawienie podstaw pracy z osobami doświadczającymi przemocy z elementami pracy terapeutycznej z pomocą muzyki, plastyki i sztuki.","<p>Cel szkolenia:  jest przedstawienie podstaw pracy z osobami doświadczającymi przemocy z elementami pracy terapeutycznej z pomocą muzyki, plastyki i sztuki. W szkoleniu omówiono czym jest przemoc, jakie są jej rodzaje, a także wybrane modele interwencji kryzysowej. W szkoleniu zawarto również wybrane modele interwencji kryzysowej. Szkolenie wzbogacono o wiedzę z zakresu arteterapii, muzykoterapii, terapii przez plastykę, choreoterapii oraz filmoterapii.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-doświadczającymi-przemocy.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/przemoc-program.png",58,Edukacja i Terapia,"58-Praca-z-osobami-doświadczającymi-przemocy-z-elementami-pracy-terapeutycznej-poprzez-muzykę,-plastykę-i-sztukę-kurs-onlin",999,1
Psychomanipulacja w sektach i subkulturach – charakterystyka i strategie działania kurs online,Celem szkolenia jest zaprezentowanie zagadnienia psychomanipulacji w sektach i subkulturach. Szkolenie zawiera podstawową wiedzą dotyczącą subkultur ich powstawania i rozwoju na świecie.,"<p>Cel szkolenia:   jest zaprezentowanie zagadnienia psychomanipulacji w sektach i subkulturach. Szkolenie zawiera podstawową wiedzą dotyczącą subkultur ich powstawania i rozwoju na świecie. W szkoleniu omówiono subkultury religijno-terapeutyczne, zawarto pojęcie kultu, sekty i ruchu religijnego. Omówiono w nim charakterystykę sekt, strategie rekrutacji, stosowane metody psychomanipulacji oraz charakterystykę znanych sekt.
W szkoleniu opisano również subkultury kreatywne.</p>
<p>Dodatkowe informacje:  Szkolenie ma charakter doskonalący.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychomanipulacja-w-sektach-i-subkulturach.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Sekty-program.png",59,Edukacja i Terapia,59-Psychomanipulacja-w-sektach-i-subkulturach-–-charakterystyka-i-strategie-działania-kurs-online,999,1
Psychotraumatologia w kontekście prób samobójczych z podstawami psychiatrii dziecięcej i terapii zaburzeń zachowania dzieci i młodzieży kurs online,"Przedstawienie dziedziny psychotraumatologii, z omówieniem zagadnienia traumy, spektrum zaburzeń związanych z traumą, kryteriów diagnostycznych PTSD.","<p>Cel szkolenia:   jest przedstawienie dziedziny psychotraumatologii, z omówieniem zagadnienia traumy, spektrum zaburzeń związanych z traumą, kryteriów diagnostycznych PTSD, pojęcia dysocjacji oraz terapii osób z traumą. W szkoleniu omówiono zburzenia zachowania dzieci i młodzieży, zawarto klasyfikację zaburzeń, metody terapii i leczenia. W szkoleniu znajduje się tematyka psychiatrii dziecięcej, m.in. depresji, PTSD, schizofrenii, zaburzeń odżywiania się oraz zaburzeń lękowych u dzieci i młodzieży.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",239.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychotraumatologia-w-kontekście-prób-samobójczych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychotraumatologia-kurs.png",60,Edukacja i Terapia,60-Psychotraumatologia-w-kontekście-prób-samobójczych-z-podstawami-psychiatrii-dziecięcej-i-terapii-zaburzeń-zachowania-dzi,999,1
Terapia schematów i małżeńska kurs online,Dostarczenie podstawowej wiedzy dotyczącej terapii schematów. ,"<p>Cel szkolenia:  jest dostarczenie podstawowej wiedzy dotyczącej terapii schematów. Szkolenie uzupełnione jest o moduł terapii małżeńskiej.</p>
<p>Dodatkowe informacje:Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie otrzymujesz materiał w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/12/Terapia-schematow-i-malzenska.png,https://www.kursyzdalne.com/wp-content/uploads/2020/12/Program-terapia-schematow.png",61,Edukacja i Terapia,61-Terapia-schematów-i-małżeńska-kurs-online,999,1
Tworzenie programów profilaktycznych i psychoedukacyjnych z metodyką treningu radzenia sobie ze stresem kurs online,Szkolenie ma dostarczyć wiedzę na temat konstruowania programów profilaktycznych oraz psychoedukacyjnych. ,"<p>Cel szkolenia:   jest zdobycie wiedzy o oraz umiejętności związanych z konstruowaniem programów profilaktycznych oraz psychoedukacyjnych. Uczestnik szkolenia zapozna się ze strukturą programu profilaktycznego. Zdobędzie wiedzę prawidłowego modelowania działań wychowawczych i profilaktycznych. Tematyka szkolenia obejmuje również metodykę profilaktyki uzależnień oraz treningu radzenia sobie ze stresem.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",99.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Programy-profilaktyczne-i-psychoedukacyjne.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Programy-profilaktyczne.png",62,Edukacja i Terapia,62-Tworzenie-programów-profilaktycznych-i-psychoedukacyjnych-z-metodyką-treningu-radzenia-sobie-ze-stresem-kurs-online,999,1
Tyflopedagogika z elementami surdopedagogiki kurs online,"Przedstawienie zagadnień ogólnych związanych z tyflopsychologią, charakterystyki wad wzroku, a także specyfiki nauczania dzieci z uszkodzeniami wzorku.","<p>Cel szkolenia:   jest przedstawienie zagadnień ogólnych związanych z tyflopsychologią, charakterystyki wad wzroku, a także specyfiki nauczania dzieci z uszkodzeniami wzorku. W szkoleniu omówiono również temat rewalidacji osób słabowidzących i niewidomych wraz z omówieniem charakteru postaw wobec osób niepełnosprawnych. W szkoleniu zawarto także cele surdopedagogiki, wraz z opisem budowy i działania narządu słuchu oraz przedstawiono model medyczny i społeczno-kulturowy głuchoty.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",239.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tyflopedagogika-z-elementami-surdopedagogiki.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tyflopedagogika.png",63,Edukacja i Terapia,63-Tyflopedagogika-z-elementami-surdopedagogiki-kurs-online,999,1
"Wybrane problemy psychiatrii i psychopatologii z elementami terapii za pomocą muzyki, plastyki i sztuki kurs online","Jest przybliżenie tematyki problemów psychiatrii i psychopatologii wraz z omówieniem zagadnień zasad badania psychiatrycznego, testów psychologicznych, psychoterapii i procesów emocjonalnych.","<p>Cel szkolenia:  jest przybliżenie tematyki problemów psychiatrii i psychopatologii wraz z omówieniem zagadnień zasad badania psychiatrycznego, testów psychologicznych, psychoterapii i procesów emocjonalnych.
W szkoleniu zawarto wiedzę z zakresu terapii poprzez muzykę, plastykę oraz sztukę.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",179.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Problemy-psychiatrii-i-psychopatologii.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/problemy-psychopatologii-program.png",64,Edukacja i Terapia,"64-Wybrane-problemy-psychiatrii-i-psychopatologii-z-elementami-terapii-za-pomocą-muzyki,-plastyki-i-sztuki-kurs-online",999,1
"Zaburzenia neurorozwojowe (ADHD, Autyzm, Zespół Aspergera) teoria i praktyka kurs online","Szkolenie dostarcza wiedzy dotyczącej zaburzeń neurorozwojowych u dzieci – ADHD, Autyzm, Zespół Aspergera.","<p>Cel szkolenia:  jest zdobycie umiejętności do pracy z dziećmi i młodzieżą z zaburzeniami neurorozwojowymi tj. Autyzmem, Zespołem Aspergera oraz ADHD. Uczestnik zdobędzie umiejętność sporządzania Indywidualnego Programu Edukacyjno-Terapeutycznego. Uczestnik szkolenia zapozna się również z metodami i technikami stosowanymi w procesie terapeutycznym w zaburzeniach neurorozwojowych.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą behawioralnym pracującym z osobami z zaburzeniami neurorozwojowymi.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zaburzenia-neurorozwojowe.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zaburzenia-neurororozwojowe-program.jpg",65,Edukacja i Terapia,"65-Zaburzenia-neurorozwojowe-(ADHD,-Autyzm,-Zespół-Aspergera)-teoria-i-praktyka-kurs-online",999,1
Zaburzenia rozwoju u dzieci i młodzieży (Autyzm i ADHD) z elementami pedagogiki specjalnej kurs online,Szkolenie  ma na celu dostarczenie niezbędnej wiedzy pozwalającej zrozumieć trudności dziecka z autyzmem oraz ADHD.,"<p>Cel szkolenia:   jest dostarczenie niezbędnej wiedzy pozwalającej zrozumieć trudności dziecka z autyzmem oraz ADHD.  Celem szkolenia jest dostarczenie podstawowych zasad pracy z dziećmi i młodzieżą z zaburzeniami rozwoju.  Uczestnik szkolenia pozna również elementy pedagogiki specjalnej oraz zarys psychologicznych i praktycznych metod do oceny rozwoju dziecka.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą behawioralnym pracującym z osobami z zaburzeniami neurorozwojowymi.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",169.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zaburzenia-rozwoju-z-pedagogiką-specjaną.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/zaburzenia-rozwoju-program.jpg",66,Edukacja i Terapia,66-Zaburzenia-rozwoju-u-dzieci-i-młodzieży-(Autyzm-i-ADHD)-z-elementami-pedagogiki-specjalnej-kurs-online,999,1
Zastosowanie metody projektów do pracy edukacyjno-dydaktycznej z elementami doradztwa zawodowego kurs online,"Jest zapoznanie uczestnika z podstawami Pedeutologii, w tym osobowości nauczyciela, jego kompetencji i roli zawodowej.","<p>Cel szkolenia:  jest zapoznanie uczestnika z podstawami Pedeutologii, w tym osobowości nauczyciela, jego kompetencji i roli zawodowej. Omówiono także warsztat trenera-szkoleniowca. Szkolenie zawiera wiedzę dotyczącą metody projektów w pracy edukacyjno-dydaktycznej, socjologii edukacji oraz podstaw doradztwa zawodowego.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Metody-projektów-w-pracy-edukacyjno-dydaktycznej.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Projekty-w-szkole-program.png",67,Edukacja i Terapia,67-Zastosowanie-metody-projektów-do-pracy-edukacyjno-dydaktycznej-z-elementami-doradztwa-zawodowego-kurs-online,999,1
Podstawy diagnozy pedagogicznej z elementami poradnictwa kurs online,Szkolenie dostarcza zdobycie podstawowej wiedzy związanej z diagnostyką pedagogiczną. ,"<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z diagnostyką pedagogiczną. Uczestnik szkolenia zapozna się z etapami, funkcjami  oraz uwarunkowaniami  prawidłowej diagnozy. Pozna również techniki budowania kontaktu diagnostycznego. Szkolenie obejmuje również elementy poradnictwa, które często jest nieodzownym elementem procesu diagnostycznego.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnoza-pedagogiczna-z-poradnictwem.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnoza-program.jpg",68,Psychologiczno - Pedagogiczne,68-Podstawy-diagnozy-pedagogicznej-z-elementami-poradnictwa-kurs-online,999,1
Podstawy diagnozy trudności edukacyjnych dzieci i młodzieży kurs online,"Szkolenie dostarcza wiedzy związanych z tematem lateralizacji, diagnozy sensorycznej i inteligencji wielorakiej. ","<p>Cel szkolenia:   Uczestnik szkolenia pozna kluczowe kwestie związane z tematem dysleksji, dowie się jak poznawać cechy dyslektyków, jak diagnozować dysleksję i jak pracować terapeutycznie z dyslektykami. Zapozna się z tematem lateralizacji, diagnozy sensorycznej i inteligencji wielorakiej.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie. Nie nadaje uprawnień do prowadzenia zajęć: rewalidacyjnych, korekcyjno-kompensacyjnych oraz terapii pedagogicznej.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",119.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnoza-trudności-edukacyjnych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnoza-trudnosci-program.jpg",69,Psychologiczno - Pedagogiczne,69-Podstawy-diagnozy-trudności-edukacyjnych-dzieci-i-młodzieży-kurs-online,999,1
